genotype	sex	age_at_inf	day	outcome	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	age_binary	UID
APOE4	female	25.14285714	14	0	100	97.95081967213115	97.54098360655739	86.47540983606558	78.68852459016394	82.37704918032787	88.52459016393443	90.1639344262295	93.85245901639344	96.72131147540985	98.7704918032787	99.18032786885246	95.90163934426229	97.95081967213115	91.80327868852459	< 30 weeks	214
APOE4	female	25.14285714	9	1	100	98.8235294117647	94.90196078431372	89.01960784313725	82.74509803921569	78.43137254901961	74.90196078431373	71.76470588235294	69.41176470588235	NA	NA	NA	NA	NA	NA	< 30 weeks	215
APOE4	female	25.14285714	14	0	100	99.57446808510639	97.44680851063829	88.51063829787235	81.70212765957446	77.4468085106383	76.17021276595744	76.59574468085107	80	85.1063829787234	87.2340425531915	90.2127659574468	86.80851063829786	91.91489361702129	97.0212765957447	< 30 weeks	216
APOE4	female	23.14285714	7	1	100	97.6303317535545	93.8388625592417	86.25592417061611	80.0947867298578	74.40758293838861	70.14218009478674	67.29857819905213	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	217
APOE4	female	23.14285714	7	1	100	94.95412844036697	90.82568807339449	83.94495412844036	77.5229357798165	71.55963302752293	68.80733944954129	66.05504587155964	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	218
APOE4	female	23.14285714	14	0	100	96.27906976744185	92.55813953488371	86.51162790697676	80.46511627906978	74.88372093023257	73.02325581395348	74.88372093023257	76.27906976744185	80.46511627906978	83.25581395348837	86.51162790697676	85.5813953488372	88.37209302325581	86.04651162790698	< 30 weeks	219
APOE4	female	23.14285714	14	0	100	102.04081632653062	100	91.02040816326532	84.08163265306123	78.77551020408163	75.91836734693878	76.3265306122449	80.40816326530611	83.26530612244898	84.48979591836734	84.89795918367348	85.30612244897958	89.79591836734694	91.02040816326532	< 30 weeks	220
APOE4	female	23.14285714	7	1	100	98.17351598173516	96.34703196347033	87.67123287671234	82.19178082191782	76.7123287671233	70.77625570776256	68.94977168949772	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	221
APOE2	female	24.28571429	14	0	100	99.24812030075188	99.24812030075188	99.62406015037594	101.12781954887218	98.1203007518797	101.50375939849623	101.8796992481203	100.37593984962405	100.75187969924812	101.12781954887218	101.12781954887218	103.7593984962406	103.7593984962406	100.75187969924812	< 30 weeks	222
APOE2	female	24.28571429	14	0	100	99.6	98.8	99.2	100.8	100	101.6	102	100	101.6	102	103.2	104	103.2	102.8	< 30 weeks	223
APOE2	female	23.28571429	14	0	100	99.23371647509578	98.08429118773945	99.23371647509578	99.23371647509578	97.70114942528735	96.93486590038314	95.40229885057471	95.40229885057471	95.40229885057471	95.40229885057471	95.40229885057471	96.55172413793103	98.08429118773945	98.85057471264368	< 30 weeks	224
APOE2	female	23.28571429	14	0	100	101.57480314960632	95.2755905511811	98.4251968503937	100.39370078740157	101.57480314960632	98.81889763779529	99.21259842519686	100	100.78740157480317	101.57480314960632	97.24409448818898	101.18110236220473	101.18110236220473	101.57480314960632	< 30 weeks	225
APOE2	female	23.28571429	14	0	100	97.48201438848922	93.88489208633094	87.41007194244604	81.6546762589928	85.97122302158272	87.0503597122302	87.0503597122302	90.64748201438849	93.5251798561151	96.0431654676259	92.44604316546761	96.0431654676259	98.92086330935251	95.68345323741008	< 30 weeks	226
APOE2	female	24.28571429	14	0	100	96.875	96.875	89.0625	90.234375	93.75	93.35937499999999	87.49999999999999	87.109375	92.96875	95.703125	97.26562499999999	96.48437499999999	100.78125	96.48437499999999	< 30 weeks	227
APOE2	female	23.28571429	14	0	100	98.35526315789474	89.80263157894738	85.19736842105263	83.22368421052633	83.22368421052633	87.17105263157895	80.5921052631579	85.85526315789474	88.81578947368422	90.13157894736842	90.46052631578948	91.77631578947368	94.40789473684211	92.76315789473685	< 30 weeks	228
APOE2	female	23.28571429	14	0	100	97.96747967479675	97.5609756097561	102.4390243902439	104.47154471544715	101.62601626016259	100	100.40650406504064	98.78048780487805	98.37398373983739	99.18699186991869	101.21951219512194	104.06504065040649	102.03252032520325	99.18699186991869	< 30 weeks	229
APOE3	female	22	14	0	100	100.36363636363636	98.9090909090909	91.63636363636364	92	98.18181818181819	96.72727272727273	98.18181818181819	98.9090909090909	102.54545454545453	106.18181818181817	107.27272727272728	108.72727272727272	110.18181818181819	110.9090909090909	< 30 weeks	230
APOE3	female	22	14	0	100	98.943661971831	96.47887323943662	86.61971830985917	83.45070422535211	88.02816901408451	91.54929577464789	92.95774647887323	92.60563380281691	97.88732394366197	99.64788732394368	99.29577464788733	98.943661971831	98.59154929577466	98.59154929577466	< 30 weeks	231
APOE3	female	22	14	0	100	95.52238805970148	92.16417910447761	88.05970149253731	82.83582089552239	85.82089552238806	88.80597014925374	91.4179104477612	91.4179104477612	94.02985074626865	97.01492537313433	92.91044776119402	92.91044776119402	93.28358208955224	94.02985074626865	< 30 weeks	232
APOE3	female	24.42857143	14	0	100	97.6470588235294	98.8235294117647	93.33333333333333	94.50980392156863	94.90196078431372	95.29411764705883	94.50980392156863	97.6470588235294	99.60784313725489	99.60784313725489	99.60784313725489	98.43137254901961	100.7843137254902	97.25490196078431	< 30 weeks	233
APOE3	female	22	14	0	100	100.39370078740157	91.73228346456693	88.18897637795276	85.43307086614173	88.58267716535434	91.33858267716536	93.70078740157481	96.85039370078741	95.66929133858268	97.63779527559055	98.03149606299213	97.63779527559055	100.78740157480317	97.63779527559055	< 30 weeks	234
APOE3	female	22	14	0	100	99.62121212121214	97.72727272727273	97.34848484848484	98.86363636363637	99.24242424242425	98.48484848484848	95.83333333333334	98.48484848484848	99.24242424242425	100	101.8939393939394	103.40909090909092	102.65151515151516	100	< 30 weeks	235
APOE3	female	22	14	0	100	101.58730158730161	101.19047619047619	97.61904761904762	98.8095238095238	101.19047619047619	98.8095238095238	99.60317460317462	100.39682539682539	100.39682539682539	101.58730158730161	103.17460317460319	103.57142857142858	104.36507936507937	103.17460317460319	< 30 weeks	236
APOE3	female	24.42857143	14	0	100	97.24770642201834	94.80122324159021	94.18960244648318	93.27217125382262	91.74311926605505	91.74311926605505	90.82568807339449	91.74311926605505	91.131498470948	92.04892966360856	92.9663608562691	93.88379204892965	95.10703363914372	93.27217125382262	< 30 weeks	237
APOE3	female	24.42857143	14	0	100	101.8796992481203	93.23308270676691	87.59398496240601	85.33834586466165	90.6015037593985	96.2406015037594	95.11278195488721	98.49624060150374	98.87218045112782	100	NA	100.37593984962405	101.50375939849623	101.50375939849623	< 30 weeks	238
APOE4	female	21.71428571	8	1	100	100	97.22222222222221	86.90476190476191	84.12698412698413	77.38095238095238	74.20634920634922	70.63492063492063	68.65079365079364	NA	NA	NA	NA	NA	NA	< 30 weeks	239
APOE4	female	20.57142857	8	1	100	95.96774193548387	92.74193548387096	86.29032258064515	82.25806451612902	75	72.58064516129032	73.79032258064517	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	240
APOE4	female	21.71428571	14	0	100	100.9090909090909	96.81818181818183	87.72727272727273	81.81818181818183	78.63636363636364	77.27272727272727	78.63636363636364	80	84.0909090909091	91.36363636363637	86.81818181818183	90	90	89.0909090909091	< 30 weeks	241
APOE4	female	21.71428571	8	1	100	97.70114942528735	93.48659003831416	88.50574712643679	83.52490421455938	78.16091954022988	75.86206896551724	73.1800766283525	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	242
APOE4	female	24.71428571	7	1	100	98.81422924901186	94.0711462450593	90.51383399209485	86.16600790513834	81.02766798418972	78.26086956521739	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	243
APOE4	female	21.42857143	14	0	100	98.83268482490271	93.77431906614787	89.49416342412452	83.65758754863813	83.65758754863813	84.43579766536965	85.21400778210116	86.7704280155642	91.05058365758755	90.6614785992218	90.6614785992218	94.55252918287938	96.88715953307393	98.44357976653697	< 30 weeks	244
APOE4	female	21.42857143	7	1	100	98.7012987012987	93.5064935064935	84.84848484848484	82.68398268398268	75.75757575757575	73.16017316017314	70.12987012987011	66.23376623376623	NA	NA	NA	NA	NA	NA	< 30 weeks	245
APOE4	female	21.42857143	14	0	100	99.581589958159	97.48953974895397	88.2845188284519	86.61087866108787	90.37656903765692	98.744769874477	97.90794979079497	100.83682008368203	100.418410041841	101.67364016736403	99.581589958159	102.09205020920503	99.16317991631799	98.744769874477	< 30 weeks	246
APOE4	female	21.42857143	7	1	100	98.16513761467888	94.4954128440367	91.28440366972475	87.61467889908258	80.73394495412845	77.5229357798165	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	247
APOE4	female	24.71428571	14	0	100	99.601593625498	91.63346613545816	88.04780876494024	82.07171314741036	74.5019920318725	72.11155378486056	71.31474103585657	73.30677290836653	76.89243027888446	78.48605577689243	77.68924302788844	80.07968127490041	82.07171314741036	81.67330677290836	< 30 weeks	248
APOE2	male	24.57142857	4	0	100	95.44072948328267	95.44072948328267	88.75379939209726	82.97872340425533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	249
APOE2	male	24.57142857	4	0	100	96.35854341736693	94.67787114845937	86.83473389355741	85.99439775910363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	250
APOE2	male	23.57142857	4	0	100	99.00990099009901	97.02970297029702	88.77887788778878	84.48844884488449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	251
APOE2	male	23.57142857	4	0	100	97.26027397260275	96.71232876712328	89.04109589041096	88.21917808219179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	252
APOE3	male	23.57142857	4	0	100	97.57575757575758	94.24242424242425	84.84848484848484	81.21212121212122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	253
APOE3	male	24.71428571	4	0	100	97.32620320855615	96.79144385026738	87.70053475935828	83.9572192513369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	254
APOE3	male	23.57142857	4	0	100	99.45945945945945	96.75675675675674	88.10810810810811	84.05405405405406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	255
APOE3	male	21.71428571	4	0	100	98.39572192513369	97.59358288770053	87.43315508021392	83.42245989304813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	256
APOE3	male	21.71428571	4	0	100	98.17629179331307	95.74468085106383	86.6261398176292	82.97872340425533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	257
APOE4	male	21.71428571	4	0	100	96.09929078014186	94.68085106382979	87.94326241134752	84.04255319148936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	258
APOE4	male	25	4	0	100	93.7062937062937	94.05594405594405	82.51748251748252	79.37062937062936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	259
APOE4	male	25	4	1	100	97.8395061728395	96.2962962962963	90.74074074074075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	260
APOE4	male	23.42857143	4	0	100	89.65517241379311	93.41692789968653	80.25078369905957	78.99686520376176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	261
APOE4	male	23.42857143	4	0	100	96.78362573099415	96.49122807017542	81.28654970760233	77.48538011695906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	262
APOE4	male	23.42857143	4	0	100	97.33333333333333	96.33333333333333	86.66666666666667	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	263
APOE4	male	23.42857143	4	0	100	96.01328903654485	95.01661129568106	87.37541528239203	83.72093023255813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	264
APOE4	male	21.42857143	4	0	100	89.65517241379311	93.41692789968653	83.38557993730409	76.1755485893417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	265
APOE4	male	21.42857143	4	0	100	96.78362573099415	96.49122807017542	84.50292397660817	77.48538011695906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	266
APOE2	female	21.85714286	14	0	100	98.60627177700349	92.33449477351917	86.7595818815331	82.57839721254355	82.92682926829269	86.41114982578398	87.45644599303137	92.33449477351917	94.07665505226481	94.77351916376307	96.51567944250871	98.25783972125436	97.21254355400697	93.72822299651567	< 30 weeks	267
APOE2	female	21.85714286	14	0	100	98.83268482490271	93.77431906614787	85.99221789883269	80.1556420233463	75.09727626459144	75.4863813229572	77.04280155642024	79.37743190661479	82.87937743190662	84.0466926070039	85.60311284046693	86.7704280155642	85.99221789883269	88.71595330739301	< 30 weeks	268
APOE2	female	21.85714286	6	1	100	98.2832618025751	90.55793991416309	84.54935622317596	78.96995708154506	73.39055793991417	69.09871244635194	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	269
APOE2	female	20.85714286	14	0	100	94.61883408071749	104.48430493273541	99.55156950672645	100	102.24215246636771	99.55156950672645	100.89686098654708	109.41704035874437	111.21076233183858	113.00448430493273	112.55605381165918	110.31390134529148	112.55605381165918	112.55605381165918	< 30 weeks	270
APOE2	female	20.85714286	14	0	100	95.28301886792453	101.88679245283019	92.9245283018868	86.79245283018867	83.9622641509434	90.56603773584906	93.86792452830188	96.22641509433963	100	102.35849056603774	104.24528301886792	108.01886792452831	109.43396226415094	110.8490566037736	< 30 weeks	271
APOE2	female	20.85714286	14	0	100	96.63865546218487	100.42016806722688	93.69747899159664	87.81512605042016	81.9327731092437	78.99159663865547	77.73109243697479	78.57142857142857	81.9327731092437	82.3529411764706	85.29411764705883	88.65546218487395	87.81512605042016	89.07563025210084	< 30 weeks	272
APOE2	female	20.85714286	14	0	100	100.88105726872247	101.76211453744494	103.08370044052863	101.76211453744494	100.88105726872247	102.6431718061674	106.6079295154185	104.40528634361232	103.52422907488987	104.40528634361232	104.40528634361232	107.04845814977975	105.72687224669603	107.92951541850219	< 30 weeks	273
APOE2	female	20.85714286	14	0	100	98.744769874477	97.90794979079497	89.5397489539749	91.21338912133892	94.56066945606696	97.07112970711297	98.32635983263599	99.581589958159	101.25523012552303	101.67364016736403	100.418410041841	104.18410041841004	103.76569037656904	104.18410041841004	< 30 weeks	274
APOE3	female	16.57142857	14	0	100	100.78125	95.31249999999999	91.40624999999999	96.09375	99.21874999999999	98.828125	100.78125	101.17187499999997	101.953125	101.17187499999997	100.390625	103.12499999999997	103.90625	102.734375	< 30 weeks	275
APOE3	female	16.57142857	14	0	100	99.58506224066389	93.7759336099585	90.8713692946058	94.1908713692946	95.0207468879668	95.850622406639	99.17012448132779	99.58506224066389	97.9253112033195	97.5103734439834	99.17012448132779	102.48962655601659	101.65975103734439	101.2448132780083	< 30 weeks	276
APOE3	female	16.57142857	14	0	100	97.00854700854701	91.02564102564104	89.74358974358975	91.45299145299145	94.01709401709402	94.87179487179488	96.15384615384616	97.00854700854701	97.86324786324786	97.00854700854701	95.29914529914531	98.71794871794873	99.57264957264958	97.00854700854701	< 30 weeks	277
APOE3	female	21	14	0	100	95.850622406639	99.58506224066389	92.9460580912863	93.3609958506224	99.58506224066389	101.65975103734439	103.31950207468878	108.29875518672199	109.12863070539419	110.3734439834025	109.12863070539419	109.95850622406638	109.54356846473028	111.61825726141078	< 30 weeks	278
APOE3	female	21	8	1	100	94.64285714285715	87.05357142857143	82.14285714285714	77.67857142857143	74.10714285714288	71.42857142857143	70.53571428571429	67.85714285714286	NA	NA	NA	NA	NA	NA	< 30 weeks	279
APOE3	female	21	14	0	100	98.73417721518987	93.67088607594937	84.81012658227849	83.96624472573839	91.56118143459916	94.9367088607595	98.73417721518987	101.68776371308017	99.57805907172997	101.26582278481013	100.42194092827006	99.15611814345992	102.1097046413502	104.21940928270041	< 30 weeks	280
APOE3	female	20.42857143	14	0	100	100.93023255813954	93.02325581395348	85.11627906976744	87.90697674418604	91.62790697674417	93.02325581395348	97.67441860465115	96.27906976744185	97.20930232558139	98.13953488372094	98.60465116279069	97.20930232558139	99.53488372093022	99.06976744186046	< 30 weeks	281
APOE3	female	20.42857143	14	0	100	101.21951219512194	96.74796747967478	88.21138211382113	88.21138211382113	91.869918699187	93.4959349593496	96.74796747967478	97.15447154471543	100.40650406504064	101.62601626016259	103.65853658536585	107.72357723577235	105.6910569105691	105.28455284552845	< 30 weeks	282
APOE3	female	20.42857143	14	0	100	99.29577464788733	95.07042253521128	90.49295774647888	86.9718309859155	89.08450704225352	90.84507042253523	91.19718309859155	91.90140845070424	92.60563380281691	96.12676056338029	94.71830985915493	96.83098591549296	96.12676056338029	97.53521126760563	< 30 weeks	283
APOE4	female	21.57142857	6	1	100	98.2608695652174	90.8695652173913	84.34782608695652	79.56521739130436	73.47826086956522	69.56521739130434	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	284
APOE4	female	21.57142857	14	0	100	98.65470852017937	93.27354260089686	84.30493273542601	80.26905829596411	74.43946188340807	71.74887892376681	70.85201793721974	71.74887892376681	74.43946188340807	76.23318385650224	78.9237668161435	82.51121076233183	83.40807174887892	86.09865470852017	< 30 weeks	285
APOE4	female	21.57142857	8	1	100	97.16599190283401	90.28340080971661	84.61538461538461	79.35222672064778	75.30364372469637	70.8502024291498	70.04048582995952	66.39676113360323	NA	NA	NA	NA	NA	NA	< 30 weeks	286
APOE4	female	21.57142857	14	0	100	100	92.59259259259258	87.03703703703704	81.94444444444443	76.85185185185185	71.75925925925925	73.14814814814815	74.07407407407408	76.85185185185185	79.62962962962962	83.7962962962963	87.49999999999999	89.81481481481481	88.88888888888889	< 30 weeks	287
APOE4	female	21.14285714	14	0	100	105.23560209424083	99.47643979057591	95.28795811518323	90.57591623036649	89.00523560209423	89.00523560209423	89.52879581151832	94.24083769633506	97.38219895287958	102.09424083769633	101.57068062827224	105.75916230366491	106.80628272251307	105.23560209424083	< 30 weeks	288
APOE4	female	21.14285714	14	0	100	103.125	96.87500000000001	91.66666666666667	86.45833333333334	85.41666666666666	83.85416666666667	83.85416666666667	83.85416666666667	84.89583333333334	88.54166666666667	90.625	95.31250000000001	98.4375	99.47916666666667	< 30 weeks	289
APOE4	female	21.14285714	14	0	100	103.0769230769231	96.41025641025641	93.84615384615384	90.25641025641026	90.25641025641026	91.7948717948718	92.82051282051282	96.41025641025641	97.94871794871796	97.94871794871796	96.9230769230769	98.97435897435898	100.51282051282051	101.53846153846153	< 30 weeks	290
APOE2	male	21.28571429	4	0	100	97.1671388101983	95.75070821529745	90.36827195467423	87.53541076487252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	291
APOE2	male	21.28571429	4	0	100	95.54896142433235	94.36201780415429	86.35014836795251	81.89910979228486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	292
APOE2	male	21.28571429	4	0	100	97.4921630094044	98.11912225705329	91.84952978056427	87.7742946708464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	293
APOE2	male	21.28571429	4	0	100	96.46017699115046	93.21533923303835	87.61061946902655	86.4306784660767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	294
APOE2	male	21.28571429	4	0	100	96.68674698795179	94.27710843373494	89.1566265060241	86.144578313253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	295
APOE2	male	21.28571429	4	0	100	97.979797979798	92.5925925925926	86.53198653198653	84.17508417508418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	296
APOE2	male	20.42857143	4	0	100	98.30508474576271	95.9322033898305	88.8135593220339	86.4406779661017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	297
APOE2	male	20.42857143	4	0	100	95.32710280373831	94.39252336448598	88.1619937694704	84.73520249221184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	298
APOE2	male	20.42857143	4	0	100	96.97802197802197	92.3076923076923	85.16483516483517	80.21978021978022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	299
APOE2	male	20.42857143	4	0	100	96.72619047619048	94.34523809523809	89.28571428571428	86.9047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	300
APOE2	male	20.42857143	4	0	100	95.73170731707317	94.20731707317074	87.5	84.14634146341464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	301
APOE3	male	21.42857143	4	0	100	94.61756373937678	95.18413597733712	89.80169971671388	87.8186968838527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	302
APOE3	male	21.42857143	4	0	100	95.37037037037037	91.66666666666666	86.7283950617284	85.18518518518519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	303
APOE3	male	20.85714286	4	0	100	98.40764331210191	96.81528662420382	92.35668789808918	94.26751592356689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	304
APOE3	male	20.85714286	4	0	100	97.5	91.875	86.875	84.6875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	305
APOE3	male	20.85714286	4	0	100	97.9591836734694	95.91836734693878	86.39455782312925	86.39455782312925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	306
APOE3	male	20.85714286	4	0	100	96.49681528662421	92.6751592356688	86.62420382165605	81.84713375796179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	307
APOE3	male	20.85714286	4	0	100	96.4169381107492	95.76547231270358	88.92508143322476	88.59934853420195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	308
APOE3	male	19.57142857	4	0	100	96.27507163323783	94.55587392550143	88.25214899713467	82.8080229226361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	309
APOE3	male	19.57142857	4	0	100	95	90.33333333333334	87	81.66666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	310
APOE3	male	19.57142857	4	0	100	94.94584837545126	92.7797833935018	85.19855595667872	81.58844765342961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	311
APOE3	male	19.57142857	4	0	100	96.26436781609196	94.82758620689657	91.37931034482759	91.95402298850576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	312
APOE3	male	19.57142857	4	0	100	93.33333333333334	93.91304347826086	87.2463768115942	87.2463768115942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	313
APOE3	male	19.57142857	4	0	100	95.71428571428572	95.42857142857143	88.85714285714286	84.28571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	314
APOE3	male	19.57142857	4	0	100	98.21428571428571	94.34523809523809	87.49999999999999	84.52380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	315
APOE3	male	19.57142857	4	0	100	97.03947368421053	96.38157894736842	92.4342105263158	94.40789473684211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	316
APOE3	male	19.57142857	4	0	100	98.7220447284345	96.80511182108627	92.01277955271566	91.69329073482427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	317
APOE3	male	19.14285714	4	0	100	99.14772727272727	98.29545454545455	94.31818181818183	95.45454545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	318
APOE4	male	23.28571429	4	0	100	94.34523809523809	88.39285714285714	82.73809523809523	80.0595238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	319
APOE4	male	23.28571429	4	0	100	94.92537313432837	93.43283582089552	85.67164179104478	81.49253731343283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	320
APOE4	male	23.28571429	4	0	100	97.80564263322884	92.16300940438872	85.26645768025078	81.81818181818183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	321
APOE4	male	22	4	0	100	95.41547277936962	92.55014326647564	84.5272206303725	79.94269340974212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	322
APOE4	male	22	4	0	100	96.82539682539682	92.06349206349206	83.8095238095238	78.73015873015873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	323
APOE4	male	22	4	0	100	95.84664536741214	92.33226837060701	83.70607028753993	79.2332268370607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	324
APOE4	male	21.57142857	4	0	100	97.46835443037975	92.72151898734177	83.86075949367088	80.69620253164557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	325
APOE4	male	21.57142857	4	0	100	97.8102189781022	93.43065693430658	84.3065693430657	80.65693430656935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	326
APOE4	male	20	4	0	100	94.55128205128204	91.98717948717949	83.33333333333334	80.12820512820514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	327
APOE4	male	20	4	0	100	93.96825396825396	88.25396825396825	83.17460317460316	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	< 30 weeks	328
